"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"ussr_is_2_1943/ussr_is_2_1943_dislike";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";;
"ussr_is_2_1943/ussr_is_2_1943_dislike/desc";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";;
"ussr_is_2_1943/ussr_is_2_1943_verve";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";"<color=#CCA43B><TL> ""W"" Verve camouflage</color> Team";;
"ussr_is_2_1943/ussr_is_2_1943_verve/desc";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";;
"ussr_is_2_1944_revenge/ussr_is_2_1944_revenge_dislike";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";;
"ussr_is_2_1944_revenge/ussr_is_2_1944_revenge_dislike/desc";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";;
"ussr_is_2_1944_revenge/ussr_is_2_1944_revenge_verve";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";;
"ussr_is_2_1944_revenge/ussr_is_2_1944_revenge_verve/desc";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";;
"ussr_is_2_1944/ussr_is_2_1944_dislike";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";;
"ussr_is_2_1944/ussr_is_2_1944_dislike/desc";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";;
"ussr_is_2_1944/ussr_is_2_1944_verve";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";;
"ussr_is_2_1944/ussr_is_2_1944_verve/desc";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";;
"ussr_isu_122/ussr_isu_122_dislike";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";;
"ussr_isu_122/ussr_isu_122_dislike/desc";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";;
"ussr_isu_122/ussr_isu_122_verve";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";;
"ussr_isu_122/ussr_isu_122_verve/desc";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";;
"ussr_isu_122s/ussr_isu_122s_dislike";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";;
"ussr_isu_122s/ussr_isu_122s_dislike/desc";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";;
"ussr_isu_122s/ussr_isu_122s_verve";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";;
"ussr_isu_122s/ussr_isu_122s_verve/desc";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";"--verve_placeholder--";;
"ussr_isu_152/ussr_isu_152_dislike";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";"<color=#CCA43B><TL> ""U"" Dislike camouflage</color>";;
"ussr_isu_152/ussr_isu_152_dislike/desc";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";"--dislike_placeholder--";;
"ussr_isu_152/ussr_isu_152_verve";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";"<color=#CCA43B><TL> ""W"" Verve camouflage</color>";;
